## Bows (wepType 51) -25%
# Longbow - 100 default
Crepus's Black-Key Crossbow  - 92 default
param EquipParamWeapon: id 43110000: attackBasePhysics: = 69
param EquipParamWeapon: id 43110000: attackBaseMagic: = 69
param EquipParamWeapon: id 43110000: attackBaseFire: = 69
param EquipParamWeapon: id 43110000: attackBaseThunder: = 69
param EquipParamWeapon: id 43110000: attackBaseDark: =69
Repeating Crossbow  - 77 default
param EquipParamWeapon: id 43500000: attackBasePhysics: = 58
param EquipParamWeapon: id 43500000: attackBaseMagic: = 58
param EquipParamWeapon: id 43500000: attackBaseFire: = 58
param EquipParamWeapon: id 43500000: attackBaseThunder: = 58
param EquipParamWeapon: id 43500000: attackBaseDark: =58
Spread Crossbow  - 73 default
param EquipParamWeapon: id 43510000: attackBasePhysics: = 55
param EquipParamWeapon: id 43510000: attackBaseMagic: = 55
param EquipParamWeapon: id 43510000: attackBaseFire: = 55
param EquipParamWeapon: id 43510000: attackBaseThunder: = 55
param EquipParamWeapon: id 43510000: attackBaseDark: =55

## Ballista (wepType 56) -25%
Hand Ballista  - 165 default
param EquipParamWeapon: id 44000000: attackBasePhysics: = 124
param EquipParamWeapon: id 44000000: attackBaseMagic: = 124
param EquipParamWeapon: id 44000000: attackBaseFire: = 124
param EquipParamWeapon: id 44000000: attackBaseThunder: = 124
param EquipParamWeapon: id 44000000: attackBaseDark: =124
Jar Cannon  - 172 default
param EquipParamWeapon: id 44010000: attackBasePhysics: = 129
param EquipParamWeapon: id 44010000: attackBaseMagic: = 129
param EquipParamWeapon: id 44010000: attackBaseFire: = 129
param EquipParamWeapon: id 44010000: attackBaseThunder: = 129
param EquipParamWeapon: id 44010000: attackBaseDark: =129
Rabbath's Cannon  - 168 default
param EquipParamWeapon: id 44500000: attackBasePhysics: = 126
param EquipParamWeapon: id 44500000: attackBaseMagic: = 126
param EquipParamWeapon: id 44500000: attackBaseFire: = 126
param EquipParamWeapon: id 44500000: attackBaseThunder: = 126
param EquipParamWeapon: id 44500000: attackBaseDark: =126
